'sample interval','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG'
89,0.001,0.003,0.006,0.010,0.013,0.012,0.008,0.006,-0.000,0.001,0.005,0.014,0.021,0.016,0.010,0.006,-0.002,-0.002,-0.001,0.009,0.023,0.017,0.009,0.005,-0.004,-0.006,-0.009,-0.010,0.001,0.006,0.004,0.003,0.001,0.002
90,0.000,0.002,0.006,0.013,0.018,0.018,0.013,0.009,-0.002,-0.002,0.002,0.014,0.027,0.025,0.016,0.010,-0.005,-0.008,-0.009,-0.000,0.025,0.025,0.015,0.009,-0.008,-0.014,-0.023,-0.032,-0.011,0.008,0.008,0.005,0.001,0.003
91,0.002,0.003,0.006,0.009,0.011,0.008,0.005,0.003,0.001,0.003,0.007,0.014,0.017,0.012,0.006,0.003,0.000,0.001,0.005,0.016,0.022,0.012,0.005,0.002,-0.001,-0.001,0.000,0.004,0.009,0.005,0.002,0.001,0.001,0.002
92,0.006,0.011,0.019,0.028,0.030,0.023,0.014,0.008,0.005,0.011,0.023,0.044,0.050,0.031,0.015,0.007,0.002,0.007,0.020,0.053,0.065,0.031,0.012,0.004,-0.001,0.000,0.005,0.020,0.027,0.012,0.003,0.000,0.004,0.005
93,0.039,0.050,0.053,0.028,-0.027,-0.067,-0.071,-0.059,0.058,0.087,0.121,0.108,-0.013,-0.101,-0.100,-0.076,0.079,0.135,0.240,0.336,0.111,-0.103,-0.111,-0.081,0.093,0.165,0.314,0.510,0.294,-0.025,-0.080,-0.066,0.014,-0.002
94,0.057,0.063,0.045,-0.027,-0.134,-0.185,-0.167,-0.129,0.093,0.128,0.150,0.061,-0.178,-0.278,-0.226,-0.158,0.137,0.221,0.359,0.404,-0.052,-0.307,-0.243,-0.162,0.169,0.287,0.517,0.765,0.330,-0.135,-0.173,-0.128,0.012,-0.019
95,0.056,0.041,-0.026,-0.179,-0.340,-0.370,-0.298,-0.214,0.111,0.128,0.080,-0.178,-0.551,-0.569,-0.395,-0.253,0.178,0.257,0.330,0.100,-0.645,-0.694,-0.429,-0.256,0.226,0.357,0.563,0.610,-0.111,-0.443,-0.323,-0.204,-0.011,-0.057
96,-0.053,-0.086,-0.132,-0.168,-0.144,-0.073,-0.020,0.003,-0.061,-0.114,-0.218,-0.344,-0.300,-0.117,-0.015,0.016,-0.068,-0.143,-0.331,-0.679,-0.627,-0.186,-0.012,0.026,-0.071,-0.150,-0.355,-0.755,-0.708,-0.208,-0.017,0.024,-0.038,-0.028
97,-0.054,-0.066,-0.063,-0.017,0.069,0.122,0.121,0.097,-0.083,-0.121,-0.161,-0.122,0.067,0.182,0.166,0.122,-0.117,-0.197,-0.342,-0.455,-0.102,0.188,0.179,0.127,-0.142,-0.248,-0.466,-0.741,-0.407,0.053,0.125,0.101,-0.017,0.008
98,0.001,0.001,0.001,-0.000,-0.001,-0.002,-0.002,-0.001,0.001,0.002,0.002,0.001,-0.002,-0.003,-0.003,-0.002,0.002,0.003,0.004,0.005,0.000,-0.003,-0.003,-0.002,0.002,0.003,0.006,0.010,0.005,-0.001,-0.002,-0.001,0.000,-0.000
99,-0.005,-0.004,-0.002,0.007,0.018,0.021,0.019,0.014,-0.008,-0.011,-0.011,0.000,0.024,0.032,0.024,0.016,-0.013,-0.021,-0.033,-0.034,0.012,0.033,0.025,0.016,-0.017,-0.028,-0.051,-0.075,-0.033,0.013,0.017,0.012,-0.001,0.002
100,0.002,0.005,0.008,0.011,0.012,0.009,0.005,0.003,0.002,0.005,0.010,0.019,0.021,0.012,0.005,0.002,0.001,0.004,0.011,0.028,0.033,0.015,0.005,0.001,0.001,0.002,0.007,0.020,0.023,0.009,0.002,0.000,0.002,0.002
101,-0.002,-0.000,0.003,0.011,0.018,0.019,0.014,0.010,-0.004,-0.004,-0.001,0.011,0.028,0.027,0.018,0.012,-0.007,-0.011,-0.014,-0.004,0.028,0.030,0.019,0.011,-0.010,-0.017,-0.027,-0.034,-0.005,0.015,0.012,0.008,0.001,0.003
102,0.001,0.002,0.006,0.011,0.014,0.012,0.008,0.005,0.000,0.002,0.006,0.016,0.023,0.017,0.010,0.006,-0.002,-0.001,0.002,0.017,0.031,0.020,0.010,0.005,-0.003,-0.004,-0.005,0.002,0.014,0.011,0.006,0.003,0.002,0.002
103,-0.001,0.001,0.004,0.010,0.016,0.015,0.012,0.008,-0.003,-0.002,0.002,0.013,0.025,0.023,0.015,0.009,-0.005,-0.007,-0.007,0.004,0.029,0.026,0.015,0.009,-0.007,-0.011,-0.018,-0.018,0.004,0.014,0.010,0.006,0.001,0.002
104,0.000,0.002,0.005,0.010,0.014,0.013,0.009,0.006,-0.001,0.000,0.004,0.015,0.023,0.019,0.011,0.007,-0.003,-0.003,-0.001,0.012,0.030,0.022,0.011,0.006,-0.004,-0.006,-0.009,-0.005,0.011,0.012,0.007,0.004,0.001,0.002
105,0.000,0.001,0.004,0.010,0.014,0.013,0.009,0.006,-0.002,-0.001,0.003,0.013,0.023,0.019,0.012,0.007,-0.003,-0.004,-0.003,0.009,0.028,0.022,0.012,0.007,-0.005,-0.008,-0.011,-0.009,0.009,0.012,0.008,0.005,0.001,0.002
106,0.000,0.002,0.004,0.009,0.012,0.011,0.008,0.005,-0.001,0.000,0.004,0.013,0.020,0.016,0.010,0.006,-0.002,-0.003,-0.000,0.012,0.027,0.019,0.010,0.005,-0.004,-0.005,-0.007,-0.002,0.011,0.011,0.006,0.004,0.001,0.002
107,0.000,0.002,0.004,0.008,0.010,0.009,0.006,0.004,-0.000,0.001,0.004,0.011,0.017,0.013,0.008,0.004,-0.002,-0.001,0.001,0.011,0.023,0.015,0.008,0.004,-0.003,-0.003,-0.004,0.001,0.011,0.010,0.005,0.003,0.001,0.002
108,0.001,0.002,0.003,0.006,0.007,0.006,0.004,0.002,0.000,0.001,0.004,0.009,0.012,0.009,0.005,0.002,-0.000,0.000,0.003,0.012,0.018,0.011,0.005,0.002,-0.001,-0.001,0.000,0.006,0.012,0.007,0.003,0.001,0.001,0.001
109,0.001,0.001,0.002,0.003,0.003,0.002,0.001,0.000,0.001,0.002,0.004,0.006,0.006,0.003,0.001,0.000,0.001,0.002,0.005,0.012,0.011,0.004,0.001,-0.000,0.001,0.002,0.005,0.012,0.012,0.004,0.001,-0.000,0.001,0.001
110,0.001,0.001,0.001,-0.001,-0.003,-0.004,-0.003,-0.003,0.002,0.002,0.003,0.002,-0.003,-0.005,-0.004,-0.003,0.003,0.005,0.008,0.011,0.002,-0.005,-0.004,-0.003,0.003,0.006,0.012,0.019,0.012,0.000,-0.003,-0.002,0.000,-0.000
111,0.001,0.001,-0.001,-0.005,-0.009,-0.010,-0.008,-0.006,0.003,0.003,0.002,-0.004,-0.013,-0.014,-0.010,-0.007,0.005,0.007,0.010,0.008,-0.010,-0.015,-0.010,-0.006,0.006,0.010,0.018,0.026,0.011,-0.005,-0.006,-0.004,-0.000,-0.001
112,0.001,0.000,-0.004,-0.011,-0.017,-0.017,-0.013,-0.009,0.003,0.003,0.001,-0.011,-0.026,-0.025,-0.017,-0.011,0.007,0.010,0.013,0.005,-0.024,-0.026,-0.017,-0.010,0.009,0.015,0.025,0.033,0.008,-0.011,-0.010,-0.007,-0.001,-0.003
113,0.001,-0.001,-0.007,-0.017,-0.026,-0.025,-0.019,-0.013,0.004,0.004,-0.002,-0.019,-0.040,-0.036,-0.024,-0.015,0.008,0.012,0.014,-0.001,-0.041,-0.039,-0.023,-0.014,0.012,0.020,0.032,0.039,0.004,-0.017,-0.014,-0.009,-0.002,-0.004
114,0.000,-0.003,-0.010,-0.023,-0.034,-0.033,-0.025,-0.017,0.004,0.003,-0.005,-0.029,-0.054,-0.048,-0.031,-0.019,0.010,0.014,0.014,-0.009,-0.058,-0.052,-0.030,-0.017,0.015,0.023,0.037,0.043,-0.001,-0.024,-0.018,-0.012,-0.002,-0.005
115,-0.000,-0.004,-0.014,-0.030,-0.043,-0.041,-0.030,-0.020,0.005,0.002,-0.008,-0.038,-0.068,-0.059,-0.037,-0.022,0.011,0.015,0.013,-0.018,-0.076,-0.064,-0.036,-0.020,0.017,0.026,0.041,0.043,-0.008,-0.030,-0.022,-0.013,-0.003,-0.007
116,-0.001,-0.006,-0.017,-0.036,-0.050,-0.047,-0.034,-0.023,0.004,0.001,-0.012,-0.048,-0.081,-0.068,-0.042,-0.025,0.012,0.015,0.011,-0.028,-0.093,-0.074,-0.040,-0.022,0.018,0.028,0.042,0.041,-0.015,-0.035,-0.024,-0.015,-0.004,-0.008
117,-0.002,-0.008,-0.021,-0.041,-0.056,-0.051,-0.037,-0.024,0.004,-0.000,-0.016,-0.055,-0.090,-0.074,-0.045,-0.026,0.011,0.014,0.008,-0.038,-0.106,-0.080,-0.043,-0.024,0.019,0.028,0.041,0.036,-0.023,-0.039,-0.026,-0.015,-0.005,-0.009
118,-0.003,-0.009,-0.023,-0.044,-0.059,-0.053,-0.038,-0.025,0.003,-0.002,-0.019,-0.061,-0.096,-0.076,-0.046,-0.027,0.011,0.012,0.003,-0.047,-0.115,-0.083,-0.044,-0.023,0.018,0.027,0.038,0.029,-0.030,-0.041,-0.026,-0.015,-0.006,-0.009
119,-0.004,-0.010,-0.024,-0.046,-0.059,-0.052,-0.037,-0.024,0.002,-0.004,-0.022,-0.064,-0.097,-0.075,-0.044,-0.025,0.009,0.009,-0.001,-0.054,-0.118,-0.082,-0.042,-0.022,0.016,0.024,0.032,0.020,-0.035,-0.041,-0.024,-0.014,-0.006,-0.009
120,-0.004,-0.011,-0.024,-0.044,-0.057,-0.049,-0.034,-0.022,0.000,-0.005,-0.024,-0.064,-0.093,-0.071,-0.041,-0.023,0.007,0.007,-0.005,-0.058,-0.116,-0.077,-0.038,-0.020,0.014,0.020,0.025,0.010,-0.039,-0.039,-0.022,-0.012,-0.006,-0.009
121,-0.005,-0.011,-0.023,-0.041,-0.051,-0.044,-0.030,-0.019,-0.001,-0.006,-0.024,-0.060,-0.085,-0.063,-0.036,-0.020,0.005,0.004,-0.009,-0.059,-0.108,-0.069,-0.033,-0.017,0.011,0.015,0.018,0.001,-0.040,-0.035,-0.019,-0.010,-0.006,-0.008
122,-0.005,-0.010,-0.021,-0.036,-0.044,-0.037,-0.025,-0.016,-0.002,-0.007,-0.023,-0.054,-0.073,-0.053,-0.029,-0.016,0.003,0.001,-0.012,-0.057,-0.095,-0.058,-0.027,-0.013,0.008,0.011,0.011,-0.007,-0.038,-0.029,-0.015,-0.007,-0.005,-0.007
123,-0.005,-0.009,-0.018,-0.030,-0.036,-0.029,-0.019,-0.012,-0.002,-0.007,-0.021,-0.046,-0.060,-0.041,-0.022,-0.012,0.001,-0.001,-0.014,-0.052,-0.079,-0.045,-0.020,-0.009,0.005,0.006,0.004,-0.013,-0.035,-0.023,-0.010,-0.005,-0.005,-0.006
124,-0.004,-0.008,-0.015,-0.024,-0.027,-0.021,-0.013,-0.008,-0.003,-0.007,-0.018,-0.037,-0.045,-0.030,-0.015,-0.008,-0.000,-0.003,-0.014,-0.044,-0.061,-0.032,-0.013,-0.006,0.002,0.002,-0.002,-0.017,-0.030,-0.016,-0.006,-0.002,-0.004,-0.004
125,-0.004,-0.006,-0.011,-0.017,-0.018,-0.013,-0.008,-0.004,-0.003,-0.006,-0.014,-0.028,-0.031,-0.019,-0.009,-0.004,-0.002,-0.005,-0.014,-0.036,-0.043,-0.020,-0.007,-0.002,0.000,-0.001,-0.006,-0.019,-0.024,-0.010,-0.003,-0.000,-0.003,-0.003
126,-0.003,-0.005,-0.008,-0.011,-0.010,-0.006,-0.003,-0.001,-0.003,-0.006,-0.011,-0.018,-0.018,-0.009,-0.003,-0.001,-0.003,-0.006,-0.013,-0.027,-0.027,-0.009,-0.002,0.000,-0.002,-0.004,-0.010,-0.020,-0.018,-0.004,0.000,0.001,-0.002,-0.002
127,-0.002,-0.004,-0.005,-0.005,-0.003,-0.001,0.001,0.001,-0.003,-0.005,-0.008,-0.010,-0.006,-0.000,0.002,0.002,-0.003,-0.006,-0.012,-0.019,-0.012,0.000,0.003,0.003,-0.003,-0.006,-0.012,-0.020,-0.012,0.001,0.003,0.003,-0.001,-0.001
128,-0.002,-0.002,-0.002,-0.001,0.002,0.004,0.004,0.003,-0.003,-0.004,-0.005,-0.003,0.003,0.007,0.006,0.004,-0.004,-0.006,-0.010,-0.012,0.000,0.008,0.006,0.004,-0.004,-0.007,-0.013,-0.018,-0.007,0.005,0.005,0.004,-0.000,0.000
129,-0.001,-0.001,0.000,0.003,0.007,0.008,0.006,0.005,-0.003,-0.003,-0.003,0.002,0.010,0.012,0.008,0.005,-0.004,-0.006,-0.009,-0.006,0.010,0.014,0.009,0.005,-0.005,-0.008,-0.014,-0.017,-0.002,0.008,0.006,0.004,0.000,0.001
130,-0.001,-0.000,0.002,0.006,0.010,0.010,0.008,0.006,-0.003,-0.003,-0.001,0.006,0.016,0.015,0.010,0.007,-0.004,-0.006,-0.008,-0.001,0.017,0.018,0.011,0.006,-0.006,-0.009,-0.014,-0.016,0.001,0.010,0.007,0.005,0.000,0.002
131,-0.001,0.000,0.003,0.008,0.012,0.012,0.009,0.006,-0.002,-0.002,0.000,0.009,0.020,0.018,0.012,0.007,-0.004,-0.006,-0.007,0.002,0.023,0.021,0.012,0.007,-0.006,-0.009,-0.014,-0.015,0.004,0.012,0.008,0.005,0.001,0.002
132,-0.001,0.000,0.003,0.009,0.014,0.013,0.010,0.007,-0.002,-0.002,0.001,0.011,0.022,0.020,0.013,0.008,-0.004,-0.006,-0.006,0.004,0.026,0.023,0.013,0.007,-0.006,-0.009,-0.014,-0.014,0.006,0.013,0.009,0.005,0.001,0.002
133,-0.000,0.001,0.004,0.010,0.015,0.014,0.011,0.007,-0.002,-0.002,0.002,0.013,0.024,0.021,0.013,0.008,-0.004,-0.006,-0.006,0.006,0.028,0.024,0.013,0.008,-0.006,-0.010,-0.014,-0.013,0.007,0.013,0.009,0.005,0.001,0.002
134,-0.000,0.001,0.004,0.010,0.015,0.015,0.011,0.007,-0.002,-0.002,0.002,0.013,0.025,0.022,0.014,0.008,-0.004,-0.006,-0.005,0.007,0.030,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.013,0.007,0.014,0.009,0.005,0.001,0.002
135,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.007,-0.002,-0.001,0.002,0.014,0.026,0.022,0.014,0.008,-0.004,-0.006,-0.005,0.008,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.012,0.008,0.014,0.009,0.005,0.001,0.003
136,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.008,-0.002,-0.001,0.002,0.014,0.026,0.022,0.014,0.008,-0.004,-0.006,-0.005,0.008,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.012,0.008,0.014,0.009,0.005,0.001,0.003
137,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.008,-0.002,-0.001,0.003,0.014,0.026,0.022,0.014,0.008,-0.004,-0.006,-0.005,0.008,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.012,0.008,0.014,0.009,0.005,0.001,0.003
138,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.008,-0.002,-0.001,0.003,0.014,0.026,0.023,0.014,0.008,-0.004,-0.006,-0.005,0.008,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.012,0.008,0.014,0.009,0.005,0.001,0.003
139,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.008,-0.002,-0.001,0.003,0.014,0.026,0.023,0.014,0.008,-0.004,-0.006,-0.005,0.008,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.012,0.008,0.014,0.009,0.005,0.001,0.003
140,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.008,-0.002,-0.001,0.003,0.014,0.026,0.023,0.014,0.008,-0.004,-0.006,-0.005,0.008,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.012,0.008,0.014,0.009,0.005,0.001,0.003
141,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.008,-0.002,-0.001,0.003,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.005,0.008,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.012,0.008,0.014,0.009,0.005,0.001,0.003
142,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.008,-0.002,-0.001,0.003,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.005,0.008,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.012,0.008,0.014,0.009,0.005,0.001,0.003
143,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.008,-0.002,-0.001,0.003,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.005,0.008,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.012,0.008,0.014,0.009,0.005,0.001,0.003
144,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.008,-0.002,-0.001,0.003,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.005,0.008,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.012,0.008,0.014,0.009,0.005,0.001,0.003
145,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.008,-0.002,-0.001,0.003,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.005,0.008,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.012,0.008,0.014,0.009,0.005,0.001,0.003
146,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.008,-0.002,-0.001,0.003,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.005,0.008,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.012,0.007,0.014,0.009,0.005,0.001,0.003
147,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.008,-0.002,-0.001,0.003,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.005,0.008,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.013,0.007,0.013,0.009,0.005,0.001,0.003
148,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.008,-0.002,-0.001,0.003,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.005,0.008,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.013,0.007,0.013,0.009,0.005,0.001,0.003
149,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.008,-0.002,-0.001,0.003,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.005,0.008,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.013,0.007,0.013,0.009,0.005,0.001,0.003
150,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.008,-0.002,-0.001,0.002,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.005,0.008,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.013,0.007,0.013,0.009,0.005,0.001,0.003
151,-0.000,0.001,0.005,0.011,0.016,0.016,0.011,0.008,-0.002,-0.001,0.002,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.005,0.008,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.013,0.007,0.013,0.009,0.005,0.001,0.003
152,-0.000,0.001,0.005,0.011,0.016,0.016,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.005,0.007,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.013,0.007,0.013,0.009,0.005,0.001,0.003
153,-0.000,0.001,0.005,0.011,0.016,0.016,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.005,0.007,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.013,0.007,0.013,0.009,0.005,0.001,0.003
154,-0.000,0.001,0.005,0.011,0.017,0.016,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.005,0.007,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.013,0.007,0.013,0.009,0.005,0.001,0.003
155,-0.000,0.001,0.005,0.011,0.017,0.016,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.005,0.007,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.013,0.007,0.013,0.009,0.005,0.001,0.003
156,-0.000,0.001,0.005,0.011,0.017,0.016,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.005,0.007,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.013,0.007,0.013,0.009,0.005,0.001,0.003
157,-0.000,0.001,0.005,0.011,0.017,0.016,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.005,0.007,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.013,0.007,0.013,0.009,0.005,0.001,0.003
158,-0.000,0.001,0.005,0.011,0.017,0.016,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.005,0.007,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.013,0.007,0.013,0.009,0.005,0.001,0.003
159,-0.000,0.001,0.005,0.011,0.017,0.016,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.005,0.007,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.013,0.006,0.013,0.009,0.005,0.001,0.003
160,-0.000,0.001,0.005,0.011,0.017,0.016,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.005,0.007,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.013,0.006,0.013,0.009,0.005,0.001,0.003
161,-0.000,0.001,0.005,0.011,0.017,0.016,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.005,0.007,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.013,0.006,0.013,0.009,0.005,0.001,0.003
162,-0.000,0.001,0.005,0.011,0.017,0.016,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.006,0.007,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.013,0.006,0.013,0.009,0.005,0.001,0.003
163,-0.000,0.001,0.005,0.011,0.017,0.016,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.006,0.007,0.030,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.013,0.006,0.013,0.009,0.005,0.001,0.003
164,-0.000,0.001,0.005,0.011,0.017,0.016,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.006,0.007,0.030,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.013,0.006,0.013,0.009,0.005,0.001,0.003
165,-0.000,0.001,0.005,0.011,0.017,0.016,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.006,0.007,0.030,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.013,0.006,0.013,0.009,0.005,0.001,0.003
166,-0.000,0.001,0.005,0.011,0.017,0.016,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.006,0.007,0.030,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.013,0.006,0.013,0.009,0.005,0.001,0.003
167,-0.000,0.001,0.005,0.011,0.017,0.015,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.006,0.007,0.030,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.013,0.006,0.013,0.009,0.005,0.001,0.003
168,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.006,0.007,0.030,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.013,0.006,0.013,0.009,0.005,0.001,0.003
169,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.006,0.007,0.030,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.013,0.006,0.012,0.008,0.005,0.001,0.003
170,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.006,0.007,0.030,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.013,0.006,0.012,0.008,0.005,0.001,0.003
171,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.006,0.007,0.030,0.025,0.013,0.008,-0.006,-0.010,-0.014,-0.013,0.006,0.012,0.008,0.005,0.001,0.003
172,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.006,0.007,0.030,0.025,0.013,0.007,-0.006,-0.010,-0.014,-0.013,0.006,0.012,0.008,0.005,0.001,0.003
173,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.006,0.007,0.030,0.024,0.013,0.007,-0.006,-0.010,-0.014,-0.013,0.006,0.012,0.008,0.005,0.001,0.003
174,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.014,0.008,-0.004,-0.006,-0.006,0.007,0.030,0.024,0.013,0.007,-0.006,-0.010,-0.014,-0.013,0.006,0.012,0.008,0.005,0.001,0.003
175,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.022,0.014,0.008,-0.004,-0.006,-0.006,0.007,0.030,0.024,0.013,0.007,-0.006,-0.010,-0.014,-0.013,0.006,0.012,0.008,0.005,0.001,0.003
176,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.007,-0.002,-0.002,0.002,0.014,0.026,0.022,0.014,0.008,-0.004,-0.006,-0.006,0.007,0.030,0.024,0.013,0.007,-0.006,-0.010,-0.014,-0.013,0.006,0.012,0.008,0.005,0.001,0.003
177,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.007,-0.002,-0.002,0.002,0.014,0.026,0.022,0.014,0.008,-0.004,-0.006,-0.006,0.007,0.030,0.024,0.013,0.007,-0.006,-0.010,-0.014,-0.013,0.005,0.012,0.008,0.005,0.001,0.003
178,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.007,-0.002,-0.002,0.002,0.014,0.026,0.022,0.014,0.008,-0.004,-0.006,-0.006,0.007,0.030,0.024,0.013,0.007,-0.006,-0.010,-0.014,-0.013,0.005,0.012,0.008,0.005,0.001,0.003
179,-0.000,0.001,0.005,0.011,0.016,0.015,0.011,0.007,-0.002,-0.001,0.002,0.014,0.026,0.022,0.014,0.008,-0.004,-0.006,-0.006,0.006,0.029,0.024,0.013,0.007,-0.006,-0.010,-0.014,-0.014,0.005,0.012,0.008,0.005,0.001,0.003
